no_survey,visit_id,visit_date,checkin_time,checkout_time,checkin_latitude,checkin_longitude,customer_code,customer_name,cluster_name,provinsi_id,provinsi,area_id,area_name,kabupaten_id,kabupaten,sap_code,salesman,salesman_id,distributor_code,distributor_name,id_supervisor,supervisor,product_code,product_name,stock,volume_sales,cost_price,order_date,volume_order,sale_price,kapasitas_jual,kapasitas_gudang,kemasan,brand,brand_group
SRV-20260206-5422,VAtlas-20260206-633,2026-02-06,15:02:00,15:20:00,-5.52324486544352,103.856050026649,CUAtlas-103201-0,Toko Survey 103201 0,Silver,1032,KALIMANTAN TIMUR,Atlas,AREA 68 SAMARINDA,103201,KABUPATEN KUTAI KARTANEGARA,SAP-CUAtlas-103201-0,Salesman N91,SLS-091,SD-1032-01,PT Distributor Kalimantan Timur 01,FondaV-009,Supervisor Q9,PRD-677,Semen Tecton Standar,452,41,45497,2026-02-01,35,67409,329,1353,50 Kg,Tecton,SIG
SRV-20260206-3333,VAtlas-20260206-891,2026-02-06,09:15:00,09:57:00,0.309004468266704,103.267850982042,CUAtlas-101301-1,Toko Survey 101301 1,Silver,1013,RIAU,Fonda,AREA 15 KAMPAR,101301,KABUPATEN KAMPAR,SAP-CUAtlas-101301-1,Salesman T45,SLS-045,SD-1013-03,PT Distributor Riau 03,FondaV-011,Supervisor O11,PRD-308,Semen GAMA Standar,193,66,54973,2026-02-04,22,59943,210,319,50 Kg,GAMA,INTP
SRV-20260206-7859,VAtlas-20260206-250,2026-02-06,14:46:00,15:17:00,1.47609743290326,105.542174061846,CUAtlas-101101-1,Toko Survey 101101 1,Silver,1011,SUMATERA UTARA,Fonda,AREA 06 BINJAI,101101,KABUPATEN DELI SERDANG,SAP-CUAtlas-101101-1,Salesman P67,SLS-067,SD-1011-01,PT Distributor Sumatera Utara 01,FondaV-001,Supervisor Y1,PRD-159,Semen Tecton Premium,77,16,54944,2026-01-30,170,57936,546,450,50 Kg,Tecton,SIG
SRV-20260206-6455,VAtlas-20260206-484,2026-02-06,12:42:00,13:22:00,4.4024959349712,120.304346728589,CUAtlas-103301-1,Toko Survey 103301 1,Super Platinum,1033,SULAWESI SELATAN,Atlas,AREA 72 MAKASSAR,103301,KABUPATEN MAROS,SAP-CUAtlas-103301-1,Salesman O66,SLS-066,SD-1033-02,PT Distributor Sulawesi Selatan 02,FondaV-019,Supervisor G19,PRD-416,Semen TIDAR Premium,128,7,46193,2026-02-05,72,61657,780,888,40 Kg,TIDAR,INTP
SRV-20260206-7196,VAtlas-20260206-307,2026-02-06,14:15:00,14:35:00,-1.72001353870079,111.647692496866,CUAtlas-103601-1,Toko Survey 103601 1,Bronze,1036,SULAWESI TENGAH,Atlas,AREA 81 PALU,103601,KABUPATEN POSO,SAP-CUAtlas-103601-1,Salesman B27,SLS-027,SD-1036-03,PT Distributor Sulawesi Tengah 03,FondaV-014,Supervisor L14,PRD-981,Semen Fonda Standar,465,10,48709,2026-02-05,200,61681,245,1033,50 Kg,Fonda,SIG
SRV-20260206-9884,VAtlas-20260206-812,2026-02-06,12:09:00,12:49:00,4.59755442637891,115.620502153976,CUAtlas-101401-2,Toko Survey 101401 2,Super Platinum,1014,KEPULAUAN RIAU,Fonda,AREA 17 KEP. RIAU,101401,KABUPATEN BINTAN,SAP-CUAtlas-101401-2,Salesman A78,SLS-078,SD-1014-02,PT Distributor Kepulauan Riau 02,FondaV-002,Supervisor X2,PRD-364,Semen TerraBlock Standar,346,81,54444,2026-02-05,29,60331,532,1391,50 Kg,TerraBlock,SIG
SRV-20260206-4162,VAtlas-20260206-747,2026-02-06,13:43:00,14:13:00,0.330813272070271,125.367169570584,CUAtlas-103401-3,Toko Survey 103401 3,Bronze,1034,SULAWESI BARAT,Atlas,AREA 75 POLEWALI MDR,103401,KABUPATEN MAJENE,SAP-CUAtlas-103401-3,Salesman B27,SLS-027,SD-1034-03,PT Distributor Sulawesi Barat 03,FondaV-019,Supervisor G19,PRD-274,Semen Tecton Standar,73,17,52882,2026-02-04,56,56070,679,1550,50 Kg,Tecton,SIG
SRV-20260206-5290,VAtlas-20260206-557,2026-02-06,08:44:00,09:11:00,0.839530213773067,124.654353038968,CUAtlas-101301-1,Toko Survey 101301 1,Silver,1013,RIAU,Fonda,AREA 15 KAMPAR,101301,KABUPATEN KAMPAR,SAP-CUAtlas-101301-1,Salesman O14,SLS-014,SD-1013-02,PT Distributor Riau 02,FondaV-004,Supervisor V4,PRD-689,Semen BINTA Premium,153,60,54737,2026-02-03,127,68192,990,1526,40 Kg,BINTA,INTP
SRV-20260206-1218,VAtlas-20260206-717,2026-02-06,08:22:00,08:49:00,-8.59104620609431,95.3524718841258,CUAtlas-101101-0,Toko Survey 101101 0,Super Platinum,1011,SUMATERA UTARA,Fonda,AREA 06 BINJAI,101101,KABUPATEN DELI SERDANG,SAP-CUAtlas-101101-0,Salesman H7,SLS-007,SD-1011-02,PT Distributor Sumatera Utara 02,FondaV-006,Supervisor T6,PRD-341,Semen Kinetiq Standar,179,38,48054,2026-02-05,43,57005,916,1275,50 Kg,Kinetiq,SIG
SRV-20260206-7016,VAtlas-20260206-859,2026-02-06,15:33:00,15:53:00,-8.88974835228916,103.059007821415,CUAtlas-101402-1,Toko Survey 101402 1,Bronze,1014,KEPULAUAN RIAU,Fonda,AREA 16 BATAM,101402,KOTA BATAM,SAP-CUAtlas-101402-1,Salesman L11,SLS-011,SD-1014-01,PT Distributor Kepulauan Riau 01,FondaV-015,Supervisor K15,PRD-935,Semen Primebase Premium,233,40,54268,2026-02-01,135,67239,337,1079,50 Kg,Primebase,SIG
SRV-20260206-4488,VAtlas-20260206-608,2026-02-06,09:14:00,09:57:00,-6.54999658888847,114.695287814445,CUAtlas-101102-0,Toko Survey 101102 0,Bronze,1011,SUMATERA UTARA,Fonda,AREA 05 MEDAN,101102,KOTA MEDAN,SAP-CUAtlas-101102-0,Salesman T45,SLS-045,SD-1011-02,PT Distributor Sumatera Utara 02,FondaV-008,Supervisor R8,PRD-880,Semen Fonda Standar,42,51,52983,2026-02-02,30,58823,574,933,40 Kg,Fonda,SIG
SRV-20260206-4159,VAtlas-20260206-322,2026-02-06,14:09:00,14:31:00,-0.796752085417799,116.510235416075,CUAtlas-101403-0,Toko Survey 101403 0,Platinum,1014,KEPULAUAN RIAU,Fonda,AREA 17 KEP. RIAU,101403,KOTA TANJUNG PINANG,SAP-CUAtlas-101403-0,Salesman N65,SLS-065,SD-1014-03,PT Distributor Kepulauan Riau 03,FondaV-004,Supervisor V4,PRD-167,Semen BINTA Premium,98,29,45769,2026-02-01,100,56685,616,438,50 Kg,BINTA,INTP
SRV-20260207-8126,VAtlas-20260207-615,2026-02-07,12:34:00,12:50:00,-8.88548762071277,108.140330578734,CUAtlas-102002-1,Toko Survey 102002 1,Platinum,1020,BANTEN,Omnicore,AREA 33 BANTEN,102002,KOTA SERANG,SAP-CUAtlas-102002-1,Salesman R43,SLS-043,SD-1020-03,PT Distributor Banten 03,FondaV-017,Supervisor I17,PRD-992,Semen BINTA Premium,74,73,45033,2026-02-05,180,67096,998,1527,50 Kg,BINTA,INTP
SRV-20260207-9701,VAtlas-20260207-721,2026-02-07,14:18:00,14:48:00,-7.10751943168982,132.547382517282,CUAtlas-101502-3,Toko Survey 101502 3,Bronze,1015,JAMBI,Monolith,AREA 18 JAMBI,101502,KOTA JAMBI,SAP-CUAtlas-101502-3,Salesman H59,SLS-059,SD-1015-02,PT Distributor Jambi 02,FondaV-020,Supervisor F20,PRD-729,Semen Vanguard Premium,323,77,45692,2026-02-01,95,66353,894,518,50 Kg,Vanguard,SIG
SRV-20260207-3886,VAtlas-20260207-723,2026-02-07,15:17:00,15:39:00,-3.65443099065706,98.3839394426639,CUAtlas-104001-4,Toko Survey 104001 4,Silver,1040,MALUKU UTARA,Atlas,AREA 91 MALUKU UTARA,104001,KABUPATEN HALMAHERA UTARA,SAP-CUAtlas-104001-4,Salesman E4,SLS-004,SD-1040-02,PT Distributor Maluku Utara 02,FondaV-018,Supervisor H18,PRD-781,Semen BINTA Premium,232,17,50805,2026-02-01,95,63535,488,754,40 Kg,BINTA,INTP
SRV-20260207-2638,VAtlas-20260207-542,2026-02-07,12:09:00,12:28:00,-8.34986929595027,110.593809485481,CUAtlas-103502-0,Toko Survey 103502 0,Platinum,1035,SULAWESI TENGGARA,Atlas,AREA 79 KENDARI,103502,KOTA KENDARI,SAP-CUAtlas-103502-0,Salesman X75,SLS-075,SD-1035-02,PT Distributor Sulawesi Tenggara 02,FondaV-010,Supervisor P10,PRD-263,Semen RAJASA Standar,128,92,49896,2026-02-04,85,59112,341,634,50 Kg,RAJASA,INTP
SRV-20260207-4225,VAtlas-20260207-533,2026-02-07,11:14:00,11:32:00,-1.18866666216526,120.821067362608,CUAtlas-104302-1,Toko Survey 104302 1,Bronze,1043,KALIMANTAN UTARA,Atlas,AREA 70 TARAKAN,104302,KOTA TARAKAN,SAP-CUAtlas-104302-1,Salesman B53,SLS-053,SD-1043-01,PT Distributor Kalimantan Utara 01,FondaV-017,Supervisor I17,PRD-356,Semen Primebase Premium,266,94,52304,2026-02-06,42,56489,837,1228,50 Kg,Primebase,SIG
SRV-20260207-7524,VAtlas-20260207-127,2026-02-07,08:27:00,08:44:00,-1.51357851505418,129.264831319973,CUAtlas-103502-0,Toko Survey 103502 0,Platinum,1035,SULAWESI TENGGARA,Atlas,AREA 79 KENDARI,103502,KOTA KENDARI,SAP-CUAtlas-103502-0,Salesman N65,SLS-065,SD-1035-02,PT Distributor Sulawesi Tenggara 02,FondaV-010,Supervisor P10,PRD-457,Semen Fonda Standar,251,34,54795,2026-02-05,89,60236,711,890,40 Kg,Fonda,SIG
SRV-20260207-1596,VAtlas-20260207-572,2026-02-07,15:07:00,15:30:00,-6.17198789389037,122.221748388929,CUAtlas-103401-2,Toko Survey 103401 2,Bronze,1034,SULAWESI BARAT,Atlas,AREA 75 POLEWALI MDR,103401,KABUPATEN MAJENE,SAP-CUAtlas-103401-2,Salesman B27,SLS-027,SD-1034-03,PT Distributor Sulawesi Barat 03,FondaV-009,Supervisor Q9,PRD-793,Semen Omnicore Premium,71,33,49235,2026-01-31,115,58912,329,728,40 Kg,Omnicore,SIG
SRV-20260207-5001,VAtlas-20260207-797,2026-02-07,14:59:00,15:32:00,-0.369361361673171,108.974192563339,CUAtlas-103502-0,Toko Survey 103502 0,Platinum,1035,SULAWESI TENGGARA,Atlas,AREA 79 KENDARI,103502,KOTA KENDARI,SAP-CUAtlas-103502-0,Salesman D3,SLS-003,SD-1035-02,PT Distributor Sulawesi Tenggara 02,FondaV-011,Supervisor O11,PRD-428,Semen SANJAYA Premium,25,11,52634,2026-02-06,141,58471,727,779,40 Kg,SANJAYA,INTP
SRV-20260207-2446,VAtlas-20260207-237,2026-02-07,12:57:00,13:25:00,1.59215823712971,137.048848827089,CUAtlas-101402-0,Toko Survey 101402 0,Platinum,1014,KEPULAUAN RIAU,Fonda,AREA 16 BATAM,101402,KOTA BATAM,SAP-CUAtlas-101402-0,Salesman Q68,SLS-068,SD-1014-03,PT Distributor Kepulauan Riau 03,FondaV-016,Supervisor J16,PRD-895,Semen RAJASA Premium,193,60,47822,2026-01-31,39,63497,436,1660,50 Kg,RAJASA,INTP
SRV-20260207-9775,VAtlas-20260207-667,2026-02-07,16:03:00,16:24:00,-3.05006284121373,128.425741886542,CUAtlas-101001-4,Toko Survey 101001 4,Platinum,1010,ACEH,Fonda,AREA 01 BANDA ACEH,101001,KABUPATEN ACEH BESAR,SAP-CUAtlas-101001-4,Salesman L37,SLS-037,SD-1010-02,PT Distributor Aceh 02,FondaV-016,Supervisor J16,PRD-618,Semen RAJASA Standar,215,66,52722,2026-01-31,72,57148,621,1878,40 Kg,RAJASA,INTP
SRV-20260207-7722,VAtlas-20260207-266,2026-02-07,15:13:00,15:57:00,2.59618893615273,98.364155760592,CUAtlas-103202-0,Toko Survey 103202 0,Silver,1032,KALIMANTAN TIMUR,Atlas,AREA 67 BALIKPAPAN,103202,KOTA BALIKPAPAN,SAP-CUAtlas-103202-0,Salesman Z51,SLS-051,SD-1032-01,PT Distributor Kalimantan Timur 01,FondaV-020,Supervisor F20,PRD-157,Semen Omnicore Standar,321,94,50563,2026-01-31,193,69627,874,658,50 Kg,Omnicore,SIG
SRV-20260207-3968,VAtlas-20260207-264,2026-02-07,09:18:00,09:41:00,-6.87972319406114,117.159615315239,CUAtlas-103301-1,Toko Survey 103301 1,Super Platinum,1033,SULAWESI SELATAN,Atlas,AREA 72 MAKASSAR,103301,KABUPATEN MAROS,SAP-CUAtlas-103301-1,Salesman M12,SLS-012,SD-1033-01,PT Distributor Sulawesi Selatan 01,FondaV-017,Supervisor I17,PRD-167,Semen Primebase Standar,231,53,54627,2026-02-06,75,60379,490,966,50 Kg,Primebase,SIG
SRV-20260207-4280,VAtlas-20260207-386,2026-02-07,09:21:00,09:55:00,-2.7708116036443,104.5465698452,CUAtlas-101102-0,Toko Survey 101102 0,Bronze,1011,SUMATERA UTARA,Fonda,AREA 05 MEDAN,101102,KOTA MEDAN,SAP-CUAtlas-101102-0,Salesman N39,SLS-039,SD-1011-03,PT Distributor Sumatera Utara 03,FondaV-015,Supervisor K15,PRD-336,Semen Omnicore Standar,182,23,45084,2026-02-03,46,67357,843,534,40 Kg,Omnicore,SIG
SRV-20260207-1364,VAtlas-20260207-565,2026-02-07,15:21:00,16:01:00,-2.67487803784908,113.552643151579,CUAtlas-103301-1,Toko Survey 103301 1,Super Platinum,1033,SULAWESI SELATAN,Atlas,AREA 72 MAKASSAR,103301,KABUPATEN MAROS,SAP-CUAtlas-103301-1,Salesman S18,SLS-018,SD-1033-03,PT Distributor Sulawesi Selatan 03,FondaV-012,Supervisor N12,PRD-100,Semen Atlas Standar,188,51,53193,2026-02-01,43,65964,631,644,40 Kg,Atlas,SIG
SRV-20260207-9895,VAtlas-20260207-907,2026-02-07,08:23:00,08:47:00,-0.785175682844413,127.344698966249,CUAtlas-102203-1,Toko Survey 102203 1,Platinum,1022,JAWA BARAT,Omnicore,AREA 38 BANDUNG,102203,KOTA BANDUNG,SAP-CUAtlas-102203-1,Salesman K62,SLS-062,SD-1022-02,PT Distributor Jawa Barat 02,FondaV-013,Supervisor M13,PRD-280,Semen RAJASA Standar,366,22,46204,2026-02-01,169,69120,669,1979,50 Kg,RAJASA,INTP
SRV-20260207-6587,VAtlas-20260207-604,2026-02-07,14:11:00,14:56:00,3.61968923797568,112.827561964507,CUAtlas-102902-2,Toko Survey 102902 2,Silver,1029,KALIMANTAN BARAT,Primebase,AREA 58 PONTIANAK,102902,KOTA PONTIANAK,SAP-CUAtlas-102902-2,Salesman C80,SLS-080,SD-1029-02,PT Distributor Kalimantan Barat 02,FondaV-010,Supervisor P10,PRD-794,Semen Primebase Standar,287,29,51284,2026-02-05,101,66706,231,665,40 Kg,Primebase,SIG
SRV-20260207-4344,VAtlas-20260207-890,2026-02-07,10:37:00,11:21:00,-3.19199345092592,130.555926775231,CUAtlas-103003-0,Toko Survey 103003 0,Super Platinum,1030,KALIMANTAN SELATAN,Atlas,AREA 65 BANJARMASIN,103003,KOTA BANJAR BARU,SAP-CUAtlas-103003-0,Salesman J35,SLS-035,SD-1030-01,PT Distributor Kalimantan Selatan 01,FondaV-019,Supervisor G19,PRD-465,Semen Tecton Premium,170,50,52270,2026-01-31,148,64695,695,1793,40 Kg,Tecton,SIG
SRV-20260207-9303,VAtlas-20260207-121,2026-02-07,08:58:00,09:32:00,2.92991194297952,115.319424202683,CUAtlas-102602-0,Toko Survey 102602 0,Bronze,1026,BALI,Primebase,AREA 57 DENPASAR,102602,KOTA DENPASAR,SAP-CUAtlas-102602-0,Salesman P15,SLS-015,SD-1026-01,PT Distributor Bali 01,FondaV-002,Supervisor X2,PRD-524,Semen Omnicore Standar,142,48,46622,2026-02-06,116,58545,117,1417,50 Kg,Omnicore,SIG
SRV-20260207-9793,VAtlas-20260207-737,2026-02-07,14:47:00,15:08:00,4.78486059177408,114.311475988091,CUAtlas-103103-1,Toko Survey 103103 1,Silver,1031,KALIMANTAN TENGAH,Primebase,AREA 62 KOTAWRGN TMR,103103,KABUPATEN KOTAWARINGIN TIMUR,SAP-CUAtlas-103103-1,Salesman F31,SLS-031,SD-1031-01,PT Distributor Kalimantan Tengah 01,FondaV-006,Supervisor T6,PRD-644,Semen RAJASA Standar,140,24,46969,2026-02-03,36,68453,515,299,50 Kg,RAJASA,INTP
SRV-20260207-7684,VAtlas-20260207-314,2026-02-07,13:49:00,14:28:00,-2.3202825949014,110.221516941165,CUAtlas-103403-0,Toko Survey 103403 0,Silver,1034,SULAWESI BARAT,Atlas,AREA 75 POLEWALI MDR,103403,KABUPATEN POLEWALI MANDAR,SAP-CUAtlas-103403-0,Salesman L37,SLS-037,SD-1034-02,PT Distributor Sulawesi Barat 02,FondaV-011,Supervisor O11,PRD-569,Semen Monolith Premium,112,86,45813,2026-02-06,18,57631,762,1639,40 Kg,Monolith,SIG
SRV-20260207-7323,VAtlas-20260207-354,2026-02-07,11:29:00,12:03:00,-6.32655581199974,130.72185251308,CUAtlas-103103-3,Toko Survey 103103 3,Silver,1031,KALIMANTAN TENGAH,Primebase,AREA 62 KOTAWRGN TMR,103103,KABUPATEN KOTAWARINGIN TIMUR,SAP-CUAtlas-103103-3,Salesman N13,SLS-013,SD-1031-03,PT Distributor Kalimantan Tengah 03,FondaV-002,Supervisor X2,PRD-942,Semen Atlas Premium,237,22,49933,2026-02-04,190,63655,670,976,40 Kg,Atlas,SIG
SRV-20260207-2316,VAtlas-20260207-433,2026-02-07,11:29:00,12:09:00,-9.22413815145243,120.934968287873,CUAtlas-103502-0,Toko Survey 103502 0,Platinum,1035,SULAWESI TENGGARA,Atlas,AREA 79 KENDARI,103502,KOTA KENDARI,SAP-CUAtlas-103502-0,Salesman T19,SLS-019,SD-1035-01,PT Distributor Sulawesi Tenggara 01,FondaV-006,Supervisor T6,PRD-202,Semen BINTA Premium,200,68,49838,2026-02-04,84,62211,648,1551,50 Kg,BINTA,INTP
SRV-20260208-7074,VAtlas-20260208-306,2026-02-08,12:12:00,12:55:00,1.62887002737329,135.183060162888,CUAtlas-101701-2,Toko Survey 101701 2,Platinum,1017,KEPULAUAN BANGKA BELITUNG,Omnicore,AREA 28 BANGKA BLTNG,101701,KABUPATEN BANGKA,SAP-CUAtlas-101701-2,Salesman L89,SLS-089,SD-1017-02,PT Distributor Kepulauan Bangka Belitung 02,FondaV-018,Supervisor H18,PRD-110,Semen Atlas Premium,102,47,54707,2026-02-03,87,66916,582,1139,50 Kg,Atlas,SIG
SRV-20260208-5599,VAtlas-20260208-214,2026-02-08,08:50:00,09:24:00,0.836100017883489,123.129190367184,CUAtlas-101602-0,Toko Survey 101602 0,Silver,1016,SUMATERA SELATAN,Monolith,AREA 25 PALEMBANG,101602,KOTA PALEMBANG,SAP-CUAtlas-101602-0,Salesman Q16,SLS-016,SD-1016-01,PT Distributor Sumatera Selatan 01,FondaV-012,Supervisor N12,PRD-620,Semen TerraBlock Standar,21,38,52340,2026-02-02,154,56962,345,271,40 Kg,TerraBlock,SIG
SRV-20260208-2705,VAtlas-20260208-431,2026-02-08,16:37:00,16:58:00,0.132079804064198,122.083849327386,CUAtlas-102802-0,Toko Survey 102802 0,Platinum,1028,NUSA TENGGARA TIMUR,Atlas,AREA 90 KUPANG,102802,KOTA KUPANG,SAP-CUAtlas-102802-0,Salesman A78,SLS-078,SD-1028-02,PT Distributor Nusa Tenggara Timur 02,FondaV-019,Supervisor G19,PRD-415,Semen GAMA Standar,494,30,51579,2026-02-02,180,56468,999,1850,40 Kg,GAMA,INTP
SRV-20260208-2449,VAtlas-20260208-662,2026-02-08,11:21:00,11:40:00,2.60188352380074,110.961015065484,CUAtlas-103201-1,Toko Survey 103201 1,Bronze,1032,KALIMANTAN TIMUR,Atlas,AREA 68 SAMARINDA,103201,KABUPATEN KUTAI KARTANEGARA,SAP-CUAtlas-103201-1,Salesman D55,SLS-055,SD-1032-02,PT Distributor Kalimantan Timur 02,FondaV-011,Supervisor O11,PRD-597,Semen SANJAYA Standar,463,79,45360,2026-02-07,144,64344,274,673,50 Kg,SANJAYA,INTP
SRV-20260208-8124,VAtlas-20260208-296,2026-02-08,12:54:00,13:31:00,-9.30501615831519,110.763392820188,CUAtlas-101301-0,Toko Survey 101301 0,Silver,1013,RIAU,Fonda,AREA 15 KAMPAR,101301,KABUPATEN KAMPAR,SAP-CUAtlas-101301-0,Salesman J61,SLS-061,SD-1013-03,PT Distributor Riau 03,FondaV-017,Supervisor I17,PRD-992,Semen TerraBlock Premium,445,17,51696,2026-02-05,118,60386,292,670,50 Kg,TerraBlock,SIG
SRV-20260208-4068,VAtlas-20260208-544,2026-02-08,08:18:00,08:59:00,-2.51094704268943,139.050583440983,CUAtlas-102301-4,Toko Survey 102301 4,Super Platinum,1023,JAWA TENGAH,Omnicore,AREA 42 PURWOKERTO,102301,KABUPATEN BANYUMAS,SAP-CUAtlas-102301-4,Salesman K10,SLS-010,SD-1023-01,PT Distributor Jawa Tengah 01,FondaV-003,Supervisor W3,PRD-926,Semen RAJASA Standar,73,39,51159,2026-02-05,98,61893,584,948,40 Kg,RAJASA,INTP
SRV-20260208-5874,VAtlas-20260208-731,2026-02-08,10:25:00,10:45:00,-7.16134946744011,102.870570155095,CUAtlas-103102-3,Toko Survey 103102 3,Bronze,1031,KALIMANTAN TENGAH,Primebase,AREA 63 PALANGKARAYA,103102,KOTA PALANGKA RAYA,SAP-CUAtlas-103102-3,Salesman P67,SLS-067,SD-1031-01,PT Distributor Kalimantan Tengah 01,FondaV-006,Supervisor T6,PRD-833,Semen Fonda Premium,196,61,50937,2026-02-02,128,56778,949,1771,50 Kg,Fonda,SIG
SRV-20260208-4984,VAtlas-20260208-670,2026-02-08,09:19:00,09:44:00,-3.19275833661871,102.401191543993,CUAtlas-103502-0,Toko Survey 103502 0,Platinum,1035,SULAWESI TENGGARA,Atlas,AREA 79 KENDARI,103502,KOTA KENDARI,SAP-CUAtlas-103502-0,Salesman X49,SLS-049,SD-1035-03,PT Distributor Sulawesi Tenggara 03,FondaV-001,Supervisor Y1,PRD-391,Semen RAJASA Premium,170,15,52147,2026-02-01,159,67915,530,1762,40 Kg,RAJASA,INTP
SRV-20260208-1817,VAtlas-20260208-390,2026-02-08,15:41:00,16:12:00,-8.86782436219941,120.420303639975,CUAtlas-101501-0,Toko Survey 101501 0,Super Platinum,1015,JAMBI,Fonda,AREA 19 MUARO JAMBI,101501,KABUPATEN MUARO JAMBI,SAP-CUAtlas-101501-0,Salesman I60,SLS-060,SD-1015-03,PT Distributor Jambi 03,FondaV-010,Supervisor P10,PRD-618,Semen TIDAR Premium,130,50,50701,2026-02-05,75,59544,316,1779,40 Kg,TIDAR,INTP
SRV-20260208-1194,VAtlas-20260208-424,2026-02-08,15:17:00,15:38:00,-9.22191823972902,103.744750912729,CUAtlas-101602-3,Toko Survey 101602 3,Super Platinum,1016,SUMATERA SELATAN,Monolith,AREA 25 PALEMBANG,101602,KOTA PALEMBANG,SAP-CUAtlas-101602-3,Salesman L63,SLS-063,SD-1016-01,PT Distributor Sumatera Selatan 01,FondaV-014,Supervisor L14,PRD-779,Semen Primebase Premium,46,69,49749,2026-02-01,195,56725,733,1839,50 Kg,Primebase,SIG
SRV-20260208-6313,VAtlas-20260208-648,2026-02-08,14:04:00,14:46:00,1.7661596702145,129.070834125657,CUAtlas-102501-2,Toko Survey 102501 2,Super Platinum,1025,JAWA TIMUR,Primebase,AREA 51 SURABAYA,102501,KABUPATEN SIDOARJO,SAP-CUAtlas-102501-2,Salesman Q68,SLS-068,SD-1025-01,PT Distributor Jawa Timur 01,FondaV-009,Supervisor Q9,PRD-323,Semen SANJAYA Standar,201,18,50646,2026-02-07,56,56714,116,1280,40 Kg,SANJAYA,INTP
SRV-20260208-6849,VAtlas-20260208-754,2026-02-08,08:18:00,08:54:00,-8.8642920945259,138.549046446167,CUAtlas-103102-2,Toko Survey 103102 2,Silver,1031,KALIMANTAN TENGAH,Primebase,AREA 63 PALANGKARAYA,103102,KOTA PALANGKA RAYA,SAP-CUAtlas-103102-2,Salesman L63,SLS-063,SD-1031-01,PT Distributor Kalimantan Tengah 01,FondaV-016,Supervisor J16,PRD-646,Semen Omnicore Standar,477,85,52063,2026-02-01,68,57778,910,1527,50 Kg,Omnicore,SIG
SRV-20260208-9406,VAtlas-20260208-959,2026-02-08,08:12:00,08:41:00,-9.24579379507197,95.7824592227973,CUAtlas-101203-3,Toko Survey 101203 3,Platinum,1012,SUMATERA BARAT,Fonda,AREA 12 BUKITTINGGI,101203,KOTA BUKIT TINGGI,SAP-CUAtlas-101203-3,Salesman E4,SLS-004,SD-1012-01,PT Distributor Sumatera Barat 01,FondaV-007,Supervisor S7,PRD-476,Semen Primebase Standar,243,28,50588,2026-02-02,188,58850,120,522,50 Kg,Primebase,SIG
SRV-20260208-6967,VAtlas-20260208-455,2026-02-08,13:17:00,13:37:00,-9.95570240013713,109.049026465244,CUAtlas-101301-1,Toko Survey 101301 1,Silver,1013,RIAU,Fonda,AREA 15 KAMPAR,101301,KABUPATEN KAMPAR,SAP-CUAtlas-101301-1,Salesman F83,SLS-083,SD-1013-01,PT Distributor Riau 01,FondaV-003,Supervisor W3,PRD-956,Semen Vanguard Premium,461,15,51958,2026-02-02,49,58578,786,1931,40 Kg,Vanguard,SIG
SRV-20260208-1134,VAtlas-20260208-397,2026-02-08,09:59:00,10:34:00,-1.3081901003515,99.111144107089,CUAtlas-103401-2,Toko Survey 103401 2,Bronze,1034,SULAWESI BARAT,Atlas,AREA 75 POLEWALI MDR,103401,KABUPATEN MAJENE,SAP-CUAtlas-103401-2,Salesman W100,SLS-100,SD-1034-01,PT Distributor Sulawesi Barat 01,FondaV-017,Supervisor I17,PRD-275,Semen Primebase Standar,326,13,52647,2026-02-07,121,68584,965,517,50 Kg,Primebase,SIG
SRV-20260208-4725,VAtlas-20260208-495,2026-02-08,14:38:00,15:02:00,2.09639770941249,132.924131742357,CUAtlas-103902-0,Toko Survey 103902 0,Platinum,1039,MALUKU,Atlas,AREA 92 MALUKU,103902,KOTA AMBON,SAP-CUAtlas-103902-0,Salesman P67,SLS-067,SD-1039-02,PT Distributor Maluku 02,FondaV-006,Supervisor T6,PRD-544,Semen Monolith Premium,182,98,53509,2026-02-05,21,67056,253,837,50 Kg,Monolith,SIG
SRV-20260208-5978,VAtlas-20260208-659,2026-02-08,08:55:00,09:32:00,-0.100840551753235,121.226416333147,CUAtlas-102203-1,Toko Survey 102203 1,Platinum,1022,JAWA BARAT,Omnicore,AREA 38 BANDUNG,102203,KOTA BANDUNG,SAP-CUAtlas-102203-1,Salesman I8,SLS-008,SD-1022-03,PT Distributor Jawa Barat 03,FondaV-012,Supervisor N12,PRD-221,Semen Primebase Standar,473,16,49037,2026-02-06,180,67450,459,646,50 Kg,Primebase,SIG
SRV-20260208-1000,VAtlas-20260208-106,2026-02-08,10:04:00,10:22:00,0.729386150277332,115.41169358005,CUAtlas-102001-1,Toko Survey 102001 1,Super Platinum,1020,BANTEN,Omnicore,AREA 33 BANTEN,102001,KABUPATEN TANGERANG,SAP-CUAtlas-102001-1,Salesman Z77,SLS-077,SD-1020-01,PT Distributor Banten 01,FondaV-006,Supervisor T6,PRD-153,Semen TIDAR Premium,97,91,50114,2026-02-04,75,64292,329,1021,40 Kg,TIDAR,INTP
