regional,opco_area,province_code,province_desc,district_code,district_desc,brand,material_code,material_desc,delivery_type,baseunit_of_measure,shipto,shipto_desc,soldto,soldto_desc,plant,plant_name,area_name,segment,segment_material,quantity,revenue,incoterm,date
AREA 3,SBI,1021,DKI JAKARTA,102103,KOTA JAKARTA SELATAN,Tecton,MAT004,Tecton Semen Portland Komposit,ZSLF,BAG,WH-1021-01,Gudang Dki Jakarta 01,SD-1021-02,PT Distributor Dki Jakarta 02,PL-003,Pabrik Narogong,AREA 34 JAKARTA,FB,Retail Bag,40.47,44919393,Pickup,2026-03-23
AREA 3,SBI,1017,KEPULAUAN BANGKA BELITUNG,101702,KOTA PANGKAL PINANG,Omnicore,MAT004,Omnicore Semen Portland Komposit,ZLC,BAG,WH-1017-02,Gudang Kepulauan Bangka Belitung 02,SD-1017-01,PT Distributor Kepulauan Bangka Belitung 01,PL-003,Pabrik Narogong,AREA 28 BANGKA BLTNG,FB,Retail Bag,70.4,72804371,Delivery,2026-03-23
AREA 5,ST,1039,MALUKU,103901,KABUPATEN MALUKU TENGAH,Atlas,MAT001,Atlas Semen Portland Tipe I,ZSLF,ZAK,WH-1039-02,Gudang Maluku 02,SD-1039-02,PT Distributor Maluku 02,PL-005,Pabrik Pangkep,AREA 92 MALUKU,FB,Retail Bag,138.81,138360533,Pickup,2026-03-23
AREA 3,SBI,1024,DI YOGYAKARTA,102401,KABUPATEN SLEMAN,Kinetiq,MAT002,Kinetiq Semen PCC Premium,ZLF,ZAK,WH-1024-02,Gudang Di Yogyakarta 02,SD-1024-03,PT Distributor Di Yogyakarta 03,PL-003,Pabrik Narogong,AREA 47 YOGYAKARTA,FB,Retail Bag,123.77,124156286,Delivery,2026-03-23
AREA 5,ST,1038,GORONTALO,103802,KOTA GORONTALO,Atlas,MAT002,Atlas Semen PCC Premium,ZLFP,ZAK,WH-1038-01,Gudang Gorontalo 01,SD-1038-02,PT Distributor Gorontalo 02,PL-005,Pabrik Pangkep,AREA 83 GORONTALO,FB,Retail Bag,109.96,139628197,Delivery,2026-03-23
AREA 1,SP,1018,BENGKULU,101801,KABUPATEN REJANG LEBONG,Fonda,MAT004,Fonda Semen Portland Komposit,ZLF,BAG,WH-1018-01,Gudang Bengkulu 01,SD-1018-01,PT Distributor Bengkulu 01,PL-001,Pabrik Indarung,AREA 23 LEBONG,MB,Retail Bag,33.42,32292810,Pickup,2026-03-23
AREA 5,ST,1038,GORONTALO,103801,KABUPATEN GORONTALO,Atlas,MAT003,Atlas Semen Tecton Khusus,ZLFP,ZAK,WH-1038-01,Gudang Gorontalo 01,SD-1038-01,PT Distributor Gorontalo 01,PL-005,Pabrik Pangkep,AREA 83 GORONTALO,FB,Retail Bag,126.04,144808364,Delivery,2026-03-23
AREA 5,ST,1033,SULAWESI SELATAN,103302,KOTA MAKASSAR,Atlas,MAT004,Atlas Semen Portland Komposit,ZSLF,ZAK,WH-1033-01,Gudang Sulawesi Selatan 01,SD-1033-02,PT Distributor Sulawesi Selatan 02,PL-005,Pabrik Pangkep,AREA 72 MAKASSAR,FB,Retail Bag,102.05,125564361,Delivery,2026-03-23
AREA 1,SP,1018,BENGKULU,101801,KABUPATEN REJANG LEBONG,TerraBlock,MAT003,TerraBlock Semen Tecton Khusus,ZLFP,ZAK,WH-1018-02,Gudang Bengkulu 02,SD-1018-03,PT Distributor Bengkulu 03,PL-001,Pabrik Indarung,AREA 23 LEBONG,MB,Retail Bag,145.67,139014192,Pickup,2026-03-23
AREA 4,SG,1031,KALIMANTAN TENGAH,103101,KABUPATEN KAPUAS,Vanguard,MAT004,Vanguard Semen Portland Komposit,ZLC,BAG,WH-1031-02,Gudang Kalimantan Tengah 02,SD-1031-02,PT Distributor Kalimantan Tengah 02,PL-004,Pabrik Tuban,AREA 63 PALANGKARAYA,FB,Retail Bag,86.29,101754462,Pickup,2026-03-23
AREA 3,SBI,1023,JAWA TENGAH,102302,KOTA SEMARANG,Tecton,MAT002,Tecton Semen PCC Premium,ZSLF,BAG,WH-1023-02,Gudang Jawa Tengah 02,SD-1023-01,PT Distributor Jawa Tengah 01,PL-003,Pabrik Narogong,AREA 43 SEMARANG,FB,Retail Bag,145.24,146809608,Pickup,2026-03-23
AREA 1,SP,1018,BENGKULU,101801,KABUPATEN REJANG LEBONG,Fonda,MAT003,Fonda Semen Tecton Khusus,ZLC,BAG,WH-1018-02,Gudang Bengkulu 02,SD-1018-02,PT Distributor Bengkulu 02,PL-001,Pabrik Indarung,AREA 23 LEBONG,FB,Retail Bag,73.79,78605018,Delivery,2026-03-23
AREA 3,SBI,1024,DI YOGYAKARTA,102402,KOTA YOGYAKARTA,Kinetiq,MAT003,Kinetiq Semen Tecton Khusus,ZLC,BAG,WH-1024-02,Gudang Di Yogyakarta 02,SD-1024-01,PT Distributor Di Yogyakarta 01,PL-003,Pabrik Narogong,AREA 47 YOGYAKARTA,MB,Retail Bag,79.76,78439812,Delivery,2026-03-23
AREA 1,SP,1015,JAMBI,101501,KABUPATEN MUARO JAMBI,Fonda,MAT004,Fonda Semen Portland Komposit,ZLF,BAG,WH-1015-02,Gudang Jambi 02,SD-1015-03,PT Distributor Jambi 03,PL-001,Pabrik Indarung,AREA 19 MUARO JAMBI,FB,Retail Bag,120.77,153182856,Pickup,2026-03-23
AREA 5,ST,1037,SULAWESI UTARA,103701,KABUPATEN MINAHASA,Atlas,MAT001,Atlas Semen Portland Tipe I,ZLF,BAG,WH-1037-02,Gudang Sulawesi Utara 02,SD-1037-03,PT Distributor Sulawesi Utara 03,PL-005,Pabrik Pangkep,AREA 85 MINAHASA,MB,Retail Bag,77.26,93688257,Delivery,2026-03-23
AREA 5,ST,1030,KALIMANTAN SELATAN,103003,KOTA BANJAR BARU,Atlas,MAT002,Atlas Semen PCC Premium,ZSLF,BAG,WH-1030-01,Gudang Kalimantan Selatan 01,SD-1030-03,PT Distributor Kalimantan Selatan 03,PL-005,Pabrik Pangkep,AREA 65 BANJARMASIN,MB,Retail Bag,92.3,90448646,Delivery,2026-03-23
AREA 4,SG,1029,KALIMANTAN BARAT,102901,KABUPATEN KUBU RAYA,Primebase,MAT002,Primebase Semen PCC Premium,ZLFP,ZAK,WH-1029-01,Gudang Kalimantan Barat 01,SD-1029-02,PT Distributor Kalimantan Barat 02,PL-004,Pabrik Tuban,AREA 58 PONTIANAK,MB,Retail Bag,116.31,148403534,Pickup,2026-03-23
AREA 5,ST,1036,SULAWESI TENGAH,103602,KOTA PALU,Atlas,MAT003,Atlas Semen Tecton Khusus,ZLC,ZAK,WH-1036-02,Gudang Sulawesi Tengah 02,SD-1036-02,PT Distributor Sulawesi Tengah 02,PL-005,Pabrik Pangkep,AREA 81 PALU,MB,Retail Bag,30.85,32478077,Delivery,2026-03-23
AREA 5,ST,1028,NUSA TENGGARA TIMUR,102802,KOTA KUPANG,Atlas,MAT002,Atlas Semen PCC Premium,ZSLF,ZAK,WH-1028-02,Gudang Nusa Tenggara Timur 02,SD-1028-02,PT Distributor Nusa Tenggara Timur 02,PL-005,Pabrik Pangkep,AREA 90 KUPANG,MB,Retail Bag,11.14,12903005,Pickup,2026-03-23
AREA 1,SP,1013,RIAU,101301,KABUPATEN KAMPAR,Fonda,MAT004,Fonda Semen Portland Komposit,ZLC,ZAK,WH-1013-02,Gudang Riau 02,SD-1013-01,PT Distributor Riau 01,PL-001,Pabrik Indarung,AREA 15 KAMPAR,MB,Retail Bag,82.27,81592259,Pickup,2026-03-23
AREA 2,SMBR,1019,LAMPUNG,101903,KOTA METRO,Monolith,MAT003,Monolith Semen Tecton Khusus,ZLC,BAG,WH-1019-02,Gudang Lampung 02,SD-1019-02,PT Distributor Lampung 02,PL-002,Pabrik Baturaja,AREA 30 METRO,MB,Retail Bag,114.29,115716224,Pickup,2026-03-23
AREA 1,SP,1015,JAMBI,101501,KABUPATEN MUARO JAMBI,TerraBlock,MAT002,TerraBlock Semen PCC Premium,ZLF,ZAK,WH-1015-02,Gudang Jambi 02,SD-1015-03,PT Distributor Jambi 03,PL-001,Pabrik Indarung,AREA 19 MUARO JAMBI,FB,Retail Bag,142.24,145312810,Pickup,2026-03-23
AREA 5,ST,1042,PAPUA BARAT,104202,KOTA SORONG,Atlas,MAT001,Atlas Semen Portland Tipe I,ZLC,BAG,WH-1042-02,Gudang Papua Barat 02,SD-1042-01,PT Distributor Papua Barat 01,PL-005,Pabrik Pangkep,AREA 93 MANOKWARI,MB,Retail Bag,54.91,62271069,Pickup,2026-03-23
AREA 1,SP,1014,KEPULAUAN RIAU,101401,KABUPATEN BINTAN,TerraBlock,MAT003,TerraBlock Semen Tecton Khusus,ZLF,ZAK,WH-1014-02,Gudang Kepulauan Riau 02,SD-1014-02,PT Distributor Kepulauan Riau 02,PL-001,Pabrik Indarung,AREA 17 KEP. RIAU,MB,Retail Bag,122.12,152777371,Pickup,2026-03-23
AREA 5,ST,1037,SULAWESI UTARA,103701,KABUPATEN MINAHASA,Atlas,MAT002,Atlas Semen PCC Premium,ZLFP,ZAK,WH-1037-02,Gudang Sulawesi Utara 02,SD-1037-02,PT Distributor Sulawesi Utara 02,PL-005,Pabrik Pangkep,AREA 85 MINAHASA,MB,Retail Bag,141.8,137116204,Pickup,2026-03-23
AREA 4,SG,1029,KALIMANTAN BARAT,102901,KABUPATEN KUBU RAYA,Vanguard,MAT003,Vanguard Semen Tecton Khusus,ZLFP,BAG,WH-1029-02,Gudang Kalimantan Barat 02,SD-1029-03,PT Distributor Kalimantan Barat 03,PL-004,Pabrik Tuban,AREA 58 PONTIANAK,FB,Retail Bag,37.71,41030968,Pickup,2026-03-23
AREA 5,ST,1041,PAPUA,104101,KABUPATEN JAYAPURA,Atlas,MAT003,Atlas Semen Tecton Khusus,ZSLF,BAG,WH-1041-01,Gudang Papua 01,SD-1041-02,PT Distributor Papua 02,PL-005,Pabrik Pangkep,AREA 95 JAYAPURA,FB,Retail Bag,29.83,37863159,Delivery,2026-03-23
AREA 1,SP,1011,SUMATERA UTARA,101102,KOTA MEDAN,Fonda,MAT001,Fonda Semen Portland Tipe I,ZLFP,ZAK,WH-1011-02,Gudang Sumatera Utara 02,SD-1011-03,PT Distributor Sumatera Utara 03,PL-001,Pabrik Indarung,AREA 05 MEDAN,MB,Retail Bag,113.56,141658605,Pickup,2026-03-23
AREA 5,ST,1030,KALIMANTAN SELATAN,103001,KABUPATEN BANJAR,Atlas,MAT001,Atlas Semen Portland Tipe I,ZSLF,BAG,WH-1030-02,Gudang Kalimantan Selatan 02,SD-1030-01,PT Distributor Kalimantan Selatan 01,PL-005,Pabrik Pangkep,AREA 65 BANJARMASIN,FB,Retail Bag,39.39,46638035,Delivery,2026-03-23
AREA 5,ST,1027,NUSA TENGGARA BARAT,102702,KOTA MATARAM,Atlas,MAT002,Atlas Semen PCC Premium,ZSLF,BAG,WH-1027-01,Gudang Nusa Tenggara Barat 01,SD-1027-02,PT Distributor Nusa Tenggara Barat 02,PL-005,Pabrik Pangkep,AREA 86 LOMBOK,MB,Retail Bag,93.5,110389372,Delivery,2026-03-23
AREA 5,ST,1042,PAPUA BARAT,104201,KABUPATEN MANOKWARI,Atlas,MAT003,Atlas Semen Tecton Khusus,ZLF,ZAK,WH-1042-01,Gudang Papua Barat 01,SD-1042-02,PT Distributor Papua Barat 02,PL-005,Pabrik Pangkep,AREA 93 MANOKWARI,FB,Retail Bag,47.79,53901146,Delivery,2026-03-23
AREA 2,SMBR,1016,SUMATERA SELATAN,101601,KABUPATEN MUARA ENIM,Monolith,MAT004,Monolith Semen Portland Komposit,ZLC,BAG,WH-1016-02,Gudang Sumatera Selatan 02,SD-1016-01,PT Distributor Sumatera Selatan 01,PL-002,Pabrik Baturaja,AREA 27 OGANKOMERING,FB,Retail Bag,25.53,29168484,Pickup,2026-03-23
AREA 5,ST,1030,KALIMANTAN SELATAN,103003,KOTA BANJAR BARU,Atlas,MAT004,Atlas Semen Portland Komposit,ZSLF,BAG,WH-1030-02,Gudang Kalimantan Selatan 02,SD-1030-01,PT Distributor Kalimantan Selatan 01,PL-005,Pabrik Pangkep,AREA 65 BANJARMASIN,MB,Retail Bag,148.62,153952634,Delivery,2026-03-24
AREA 5,ST,1039,MALUKU,103902,KOTA AMBON,Atlas,MAT001,Atlas Semen Portland Tipe I,ZSLF,ZAK,WH-1039-02,Gudang Maluku 02,SD-1039-01,PT Distributor Maluku 01,PL-005,Pabrik Pangkep,AREA 92 MALUKU,FB,Retail Bag,35.15,35012247,Pickup,2026-03-24
AREA 4,SG,1026,BALI,102601,KABUPATEN BADUNG,Vanguard,MAT002,Vanguard Semen PCC Premium,ZLF,BAG,WH-1026-01,Gudang Bali 01,SD-1026-03,PT Distributor Bali 03,PL-004,Pabrik Tuban,AREA 57 DENPASAR,MB,Retail Bag,119.81,125134955,Delivery,2026-03-24
AREA 5,ST,1033,SULAWESI SELATAN,103302,KOTA MAKASSAR,Atlas,MAT001,Atlas Semen Portland Tipe I,ZLF,ZAK,WH-1033-02,Gudang Sulawesi Selatan 02,SD-1033-01,PT Distributor Sulawesi Selatan 01,PL-005,Pabrik Pangkep,AREA 72 MAKASSAR,FB,Retail Bag,18.62,21507757,Delivery,2026-03-24
AREA 1,SP,1012,SUMATERA BARAT,101203,KOTA BUKIT TINGGI,TerraBlock,MAT003,TerraBlock Semen Tecton Khusus,ZLFP,BAG,WH-1012-01,Gudang Sumatera Barat 01,SD-1012-02,PT Distributor Sumatera Barat 02,PL-001,Pabrik Indarung,AREA 12 BUKITTINGGI,MB,Retail Bag,47.64,59970804,Delivery,2026-03-24
AREA 1,SP,1011,SUMATERA UTARA,101101,KABUPATEN DELI SERDANG,Fonda,MAT003,Fonda Semen Tecton Khusus,ZSLF,BAG,WH-1011-01,Gudang Sumatera Utara 01,SD-1011-03,PT Distributor Sumatera Utara 03,PL-001,Pabrik Indarung,AREA 06 BINJAI,FB,Retail Bag,133.33,172833412,Pickup,2026-03-24
AREA 3,SBI,1022,JAWA BARAT,102201,KABUPATEN BOGOR,Omnicore,MAT003,Omnicore Semen Tecton Khusus,ZLFP,BAG,WH-1022-02,Gudang Jawa Barat 02,SD-1022-01,PT Distributor Jawa Barat 01,PL-003,Pabrik Narogong,AREA 35 BOGOR,MB,Retail Bag,129.48,142010685,Pickup,2026-03-24
AREA 1,SP,1018,BENGKULU,101802,KOTA BENGKULU,TerraBlock,MAT002,TerraBlock Semen PCC Premium,ZLF,ZAK,WH-1018-02,Gudang Bengkulu 02,SD-1018-01,PT Distributor Bengkulu 01,PL-001,Pabrik Indarung,AREA 21 BENGKULU,FB,Retail Bag,144.93,179327251,Delivery,2026-03-24
AREA 2,SMBR,1019,LAMPUNG,101903,KOTA METRO,Monolith,MAT001,Monolith Semen Portland Tipe I,ZSLF,ZAK,WH-1019-01,Gudang Lampung 01,SD-1019-03,PT Distributor Lampung 03,PL-002,Pabrik Baturaja,AREA 30 METRO,MB,Retail Bag,50.92,61437729,Pickup,2026-03-24
AREA 3,SBI,1017,KEPULAUAN BANGKA BELITUNG,101701,KABUPATEN BANGKA,Omnicore,MAT003,Omnicore Semen Tecton Khusus,ZLFP,ZAK,WH-1017-02,Gudang Kepulauan Bangka Belitung 02,SD-1017-03,PT Distributor Kepulauan Bangka Belitung 03,PL-003,Pabrik Narogong,AREA 28 BANGKA BLTNG,MB,Retail Bag,149.36,175922182,Pickup,2026-03-24
AREA 1,SP,1015,JAMBI,101502,KOTA JAMBI,Fonda,MAT003,Fonda Semen Tecton Khusus,ZLF,ZAK,WH-1015-02,Gudang Jambi 02,SD-1015-02,PT Distributor Jambi 02,PL-001,Pabrik Indarung,AREA 18 JAMBI,MB,Retail Bag,102.12,105246812,Pickup,2026-03-24
AREA 4,SG,1029,KALIMANTAN BARAT,102901,KABUPATEN KUBU RAYA,Vanguard,MAT001,Vanguard Semen Portland Tipe I,ZLF,BAG,WH-1029-02,Gudang Kalimantan Barat 02,SD-1029-01,PT Distributor Kalimantan Barat 01,PL-004,Pabrik Tuban,AREA 58 PONTIANAK,MB,Retail Bag,113.12,116378760,Delivery,2026-03-24
AREA 5,ST,1035,SULAWESI TENGGARA,103502,KOTA KENDARI,Atlas,MAT001,Atlas Semen Portland Tipe I,ZLC,BAG,WH-1035-02,Gudang Sulawesi Tenggara 02,SD-1035-01,PT Distributor Sulawesi Tenggara 01,PL-005,Pabrik Pangkep,AREA 79 KENDARI,FB,Retail Bag,112.33,142892072,Pickup,2026-03-24
AREA 1,SP,1015,JAMBI,101501,KABUPATEN MUARO JAMBI,TerraBlock,MAT003,TerraBlock Semen Tecton Khusus,ZLC,ZAK,WH-1015-01,Gudang Jambi 01,SD-1015-02,PT Distributor Jambi 02,PL-001,Pabrik Indarung,AREA 19 MUARO JAMBI,FB,Retail Bag,40.34,46870884,Pickup,2026-03-24
AREA 3,SBI,1017,KEPULAUAN BANGKA BELITUNG,101702,KOTA PANGKAL PINANG,Tecton,MAT001,Tecton Semen Portland Tipe I,ZLC,ZAK,WH-1017-01,Gudang Kepulauan Bangka Belitung 01,SD-1017-01,PT Distributor Kepulauan Bangka Belitung 01,PL-003,Pabrik Narogong,AREA 28 BANGKA BLTNG,MB,Retail Bag,78.91,80239870,Pickup,2026-03-24
AREA 5,ST,1039,MALUKU,103902,KOTA AMBON,Atlas,MAT004,Atlas Semen Portland Komposit,ZLFP,BAG,WH-1039-01,Gudang Maluku 01,SD-1039-01,PT Distributor Maluku 01,PL-005,Pabrik Pangkep,AREA 92 MALUKU,MB,Retail Bag,71.54,89284853,Delivery,2026-03-24
AREA 1,SP,1014,KEPULAUAN RIAU,101403,KOTA TANJUNG PINANG,TerraBlock,MAT002,TerraBlock Semen PCC Premium,ZLFP,ZAK,WH-1014-02,Gudang Kepulauan Riau 02,SD-1014-01,PT Distributor Kepulauan Riau 01,PL-001,Pabrik Indarung,AREA 17 KEP. RIAU,MB,Retail Bag,118.63,113952419,Pickup,2026-03-24
AREA 5,ST,1033,SULAWESI SELATAN,103301,KABUPATEN MAROS,Atlas,MAT002,Atlas Semen PCC Premium,ZLF,ZAK,WH-1033-02,Gudang Sulawesi Selatan 02,SD-1033-01,PT Distributor Sulawesi Selatan 01,PL-005,Pabrik Pangkep,AREA 72 MAKASSAR,MB,Retail Bag,128.41,166389697,Delivery,2026-03-24
AREA 4,SG,1025,JAWA TIMUR,102502,KOTA SURABAYA,Primebase,MAT004,Primebase Semen Portland Komposit,ZLFP,BAG,WH-1025-01,Gudang Jawa Timur 01,SD-1025-01,PT Distributor Jawa Timur 01,PL-004,Pabrik Tuban,AREA 51 SURABAYA,MB,Retail Bag,148.16,157060415,Delivery,2026-03-24
AREA 2,SMBR,1015,JAMBI,101502,KOTA JAMBI,Monolith,MAT003,Monolith Semen Tecton Khusus,ZLFP,BAG,WH-1015-02,Gudang Jambi 02,SD-1015-01,PT Distributor Jambi 01,PL-002,Pabrik Baturaja,AREA 18 JAMBI,MB,Retail Bag,52.83,56837683,Pickup,2026-03-24
AREA 5,ST,1033,SULAWESI SELATAN,103301,KABUPATEN MAROS,Atlas,MAT001,Atlas Semen Portland Tipe I,ZSLF,ZAK,WH-1033-01,Gudang Sulawesi Selatan 01,SD-1033-02,PT Distributor Sulawesi Selatan 02,PL-005,Pabrik Pangkep,AREA 72 MAKASSAR,FB,Retail Bag,107.36,114309627,Pickup,2026-03-24
AREA 4,SG,1023,JAWA TENGAH,102301,KABUPATEN BANYUMAS,Primebase,MAT003,Primebase Semen Tecton Khusus,ZLC,ZAK,WH-1023-01,Gudang Jawa Tengah 01,SD-1023-01,PT Distributor Jawa Tengah 01,PL-004,Pabrik Tuban,AREA 42 PURWOKERTO,FB,Retail Bag,82.36,92086551,Delivery,2026-03-24
AREA 3,SBI,1023,JAWA TENGAH,102303,KOTA SURAKARTA,Omnicore,MAT002,Omnicore Semen PCC Premium,ZSLF,ZAK,WH-1023-01,Gudang Jawa Tengah 01,SD-1023-03,PT Distributor Jawa Tengah 03,PL-003,Pabrik Narogong,AREA 45 SOLO,FB,Retail Bag,84.24,94792829,Pickup,2026-03-24
AREA 4,SG,1029,KALIMANTAN BARAT,102902,KOTA PONTIANAK,Primebase,MAT002,Primebase Semen PCC Premium,ZLC,ZAK,WH-1029-02,Gudang Kalimantan Barat 02,SD-1029-02,PT Distributor Kalimantan Barat 02,PL-004,Pabrik Tuban,AREA 58 PONTIANAK,FB,Retail Bag,102.17,104266017,Delivery,2026-03-24
AREA 4,SG,1031,KALIMANTAN TENGAH,103101,KABUPATEN KAPUAS,Primebase,MAT002,Primebase Semen PCC Premium,ZLFP,BAG,WH-1031-01,Gudang Kalimantan Tengah 01,SD-1031-01,PT Distributor Kalimantan Tengah 01,PL-004,Pabrik Tuban,AREA 63 PALANGKARAYA,FB,Retail Bag,97.84,110537870,Delivery,2026-03-24
AREA 5,ST,1037,SULAWESI UTARA,103701,KABUPATEN MINAHASA,Atlas,MAT002,Atlas Semen PCC Premium,ZSLF,ZAK,WH-1037-02,Gudang Sulawesi Utara 02,SD-1037-02,PT Distributor Sulawesi Utara 02,PL-005,Pabrik Pangkep,AREA 85 MINAHASA,MB,Retail Bag,128.77,127954113,Pickup,2026-03-24
AREA 3,SBI,1017,KEPULAUAN BANGKA BELITUNG,101701,KABUPATEN BANGKA,Kinetiq,MAT003,Kinetiq Semen Tecton Khusus,ZLC,BAG,WH-1017-02,Gudang Kepulauan Bangka Belitung 02,SD-1017-03,PT Distributor Kepulauan Bangka Belitung 03,PL-003,Pabrik Narogong,AREA 28 BANGKA BLTNG,MB,Retail Bag,75.09,81109965,Pickup,2026-03-24
AREA 5,ST,1038,GORONTALO,103801,KABUPATEN GORONTALO,Atlas,MAT001,Atlas Semen Portland Tipe I,ZLC,BAG,WH-1038-01,Gudang Gorontalo 01,SD-1038-03,PT Distributor Gorontalo 03,PL-005,Pabrik Pangkep,AREA 83 GORONTALO,FB,Retail Bag,34.79,41411163,Pickup,2026-03-24
AREA 4,SG,1026,BALI,102601,KABUPATEN BADUNG,Primebase,MAT004,Primebase Semen Portland Komposit,ZSLF,ZAK,WH-1026-01,Gudang Bali 01,SD-1026-02,PT Distributor Bali 02,PL-004,Pabrik Tuban,AREA 57 DENPASAR,FB,Retail Bag,144.78,151312618,Delivery,2026-03-24
AREA 5,ST,1042,PAPUA BARAT,104201,KABUPATEN MANOKWARI,Atlas,MAT003,Atlas Semen Tecton Khusus,ZLF,ZAK,WH-1042-02,Gudang Papua Barat 02,SD-1042-01,PT Distributor Papua Barat 01,PL-005,Pabrik Pangkep,AREA 93 MANOKWARI,FB,Retail Bag,60.31,70036193,Pickup,2026-03-24
AREA 5,ST,1034,SULAWESI BARAT,103402,KABUPATEN MAMUJU,Atlas,MAT004,Atlas Semen Portland Komposit,ZLF,BAG,WH-1034-02,Gudang Sulawesi Barat 02,SD-1034-02,PT Distributor Sulawesi Barat 02,PL-005,Pabrik Pangkep,AREA 76 MAMUJU,MB,Retail Bag,120.17,151549511,Delivery,2026-03-24
AREA 5,ST,1032,KALIMANTAN TIMUR,103202,KOTA BALIKPAPAN,Atlas,MAT001,Atlas Semen Portland Tipe I,ZLFP,ZAK,WH-1032-01,Gudang Kalimantan Timur 01,SD-1032-02,PT Distributor Kalimantan Timur 02,PL-005,Pabrik Pangkep,AREA 67 BALIKPAPAN,MB,Retail Bag,64.45,68563263,Delivery,2026-03-24
AREA 5,ST,1043,KALIMANTAN UTARA,104301,KABUPATEN BULUNGAN,Atlas,MAT002,Atlas Semen PCC Premium,ZLFP,ZAK,WH-1043-02,Gudang Kalimantan Utara 02,SD-1043-03,PT Distributor Kalimantan Utara 03,PL-005,Pabrik Pangkep,AREA 70 TARAKAN,MB,Retail Bag,132.69,164021028,Pickup,2026-03-24
AREA 5,ST,1039,MALUKU,103901,KABUPATEN MALUKU TENGAH,Atlas,MAT003,Atlas Semen Tecton Khusus,ZLC,ZAK,WH-1039-02,Gudang Maluku 02,SD-1039-03,PT Distributor Maluku 03,PL-005,Pabrik Pangkep,AREA 92 MALUKU,FB,Retail Bag,139.26,152204495,Pickup,2026-03-24
AREA 5,ST,1042,PAPUA BARAT,104201,KABUPATEN MANOKWARI,Atlas,MAT003,Atlas Semen Tecton Khusus,ZLF,BAG,WH-1042-02,Gudang Papua Barat 02,SD-1042-03,PT Distributor Papua Barat 03,PL-005,Pabrik Pangkep,AREA 93 MANOKWARI,MB,Retail Bag,125.11,137300343,Pickup,2026-03-24
AREA 2,SMBR,1015,JAMBI,101502,KOTA JAMBI,Monolith,MAT002,Monolith Semen PCC Premium,ZLF,BAG,WH-1015-01,Gudang Jambi 01,SD-1015-02,PT Distributor Jambi 02,PL-002,Pabrik Baturaja,AREA 18 JAMBI,MB,Retail Bag,45.83,58268949,Pickup,2026-03-24
AREA 1,SP,1013,RIAU,101302,KOTA PEKANBARU,Fonda,MAT004,Fonda Semen Portland Komposit,ZLFP,BAG,WH-1013-01,Gudang Riau 01,SD-1013-03,PT Distributor Riau 03,PL-001,Pabrik Indarung,AREA 13 PEKANBARU,MB,Retail Bag,58.88,60319674,Pickup,2026-03-24
AREA 4,SG,1023,JAWA TENGAH,102303,KOTA SURAKARTA,Vanguard,MAT003,Vanguard Semen Tecton Khusus,ZLFP,BAG,WH-1023-02,Gudang Jawa Tengah 02,SD-1023-02,PT Distributor Jawa Tengah 02,PL-004,Pabrik Tuban,AREA 45 SOLO,FB,Retail Bag,134.92,166232773,Pickup,2026-03-24
AREA 2,SMBR,1015,JAMBI,101502,KOTA JAMBI,Monolith,MAT003,Monolith Semen Tecton Khusus,ZSLF,BAG,WH-1015-02,Gudang Jambi 02,SD-1015-02,PT Distributor Jambi 02,PL-002,Pabrik Baturaja,AREA 18 JAMBI,FB,Retail Bag,113.97,147471595,Delivery,2026-03-24
AREA 1,SP,1012,SUMATERA BARAT,101203,KOTA BUKIT TINGGI,TerraBlock,MAT001,TerraBlock Semen Portland Tipe I,ZLC,ZAK,WH-1012-01,Gudang Sumatera Barat 01,SD-1012-02,PT Distributor Sumatera Barat 02,PL-001,Pabrik Indarung,AREA 12 BUKITTINGGI,MB,Retail Bag,118.4,140013801,Delivery,2026-03-24
AREA 1,SP,1012,SUMATERA BARAT,101203,KOTA BUKIT TINGGI,Fonda,MAT004,Fonda Semen Portland Komposit,ZLC,BAG,WH-1012-01,Gudang Sumatera Barat 01,SD-1012-01,PT Distributor Sumatera Barat 01,PL-001,Pabrik Indarung,AREA 12 BUKITTINGGI,FB,Retail Bag,75.57,79891546,Delivery,2026-03-24
AREA 5,ST,1035,SULAWESI TENGGARA,103502,KOTA KENDARI,Atlas,MAT004,Atlas Semen Portland Komposit,ZLF,ZAK,WH-1035-02,Gudang Sulawesi Tenggara 02,SD-1035-01,PT Distributor Sulawesi Tenggara 01,PL-005,Pabrik Pangkep,AREA 79 KENDARI,FB,Retail Bag,100.65,119184798,Pickup,2026-03-24
AREA 5,ST,1035,SULAWESI TENGGARA,103501,KABUPATEN KONAWE,Atlas,MAT002,Atlas Semen PCC Premium,ZLFP,ZAK,WH-1035-01,Gudang Sulawesi Tenggara 01,SD-1035-03,PT Distributor Sulawesi Tenggara 03,PL-005,Pabrik Pangkep,AREA 79 KENDARI,FB,Retail Bag,60.12,72629769,Pickup,2026-03-24
AREA 4,SG,1026,BALI,102601,KABUPATEN BADUNG,Vanguard,MAT004,Vanguard Semen Portland Komposit,ZLF,ZAK,WH-1026-01,Gudang Bali 01,SD-1026-02,PT Distributor Bali 02,PL-004,Pabrik Tuban,AREA 57 DENPASAR,MB,Retail Bag,125.52,144940705,Pickup,2026-03-24
